transactionId,userId,title,amount,reason,status,created_time,correspondence,created_user,leadId,orderId,requestId,requestedId,transactionNote,updated_time,walletId
d9137c48-8ece-49a4-a11c-1d97c050d29f,2efb99d2-0637-42f9-83e5-4f3bc3f08a22,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1767015409.0,You,,,,,,,,1a531c35-f704-4e92-8f2d-cdb1aae6f5f1
6c7970f2-541e-4f82-929a-5a418be319c3,c52cd6f4-8dfb-4f2d-a185-40f9effd91b1,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1765640041.0,You,,,,,,,,b3e91379-8397-4867-a60f-e845ea62e246
08447358-c3b9-4ceb-8f23-8981e52871a7,351a7aaf-c805-4648-ae73-cf6c277887c4,Added to Wallet,100.0,"Congratulations!  Your referral has been successfully verified, and we're now crediting the amount to your wallet!",COMPLETED,1737631750.0,,,b1681b08-7991-475e-b225-4946de0d85c3,,,N/A,,,
b2060e53-8d89-466c-a3e9-3f1e03220f61,00256f02-161c-42a9-a900-2c7953705e88,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1767011693.0,You,,,,,,,,886f8644-f23f-4b6b-a895-2e897b92ba10
49ca9f4a-d74f-433a-ac59-a92fa1720c39,04130b86-adc9-449d-bf1f-e91f46d632b2,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1766567006.0,You,,,,,,,,b16b712c-ad29-4974-8d6f-2db313d01bb8
9df183f2-287f-452e-a815-10f497ba9f2a,64f61d8f-bfaa-4464-9584-90812e967967,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1765610719.0,You,,,,,,,,248b82a6-2006-4cb4-9dc4-b8fd19d9af3b
1da86b14-32c7-4a83-85f4-038b3c50bb75,17699187-45b2-4d13-aa47-1a32a233c39f,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1764830521.0,You,,,,,,,,900a39f1-4a08-4588-85b5-b5a77cf4cf30
b30fa973-63d9-4fb5-bcf3-64662c09159f,53a86b1c-3c4a-40dc-bd8f-ec021cbd38f7,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1767284421.0,You,,,,,,,,63bc752a-1f2e-4f23-a79b-ea38a9a2fcb4
721e1c5a-77cf-490d-8aa5-ece1c0c69e32,434ee351-57e7-4935-a864-e9777d7ab977,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1766285247.0,You,,,,,,,,53f3e7ee-46d1-48c0-a711-586afed5e578
c924c25e-029e-4cbc-b36b-51b6092d2748,cd09088f-3bb6-4dc4-a932-8a12d66b8603,Referral,20.0,Reward for successful referral Joining,COMPLETED,1765722917.0,teju,,,,,,,,fbf55662-7f77-4d31-8eaa-737edb6caf17
1454a293-384a-4471-96fc-95d077a92167,78d253ea-17cf-413f-84de-80e009b80d06,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1766994416.0,You,,,,,,,,94445178-222b-46e7-91db-385086f32411
d6b8542c-b443-460d-b897-9b6c81a918f4,2a33c0ee-813d-4b74-b7c6-0b9efc68a2c3,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1766486130.0,You,,,,,,,,62216a55-b17f-438e-9946-bc1cddd13c93
9bdfc610-2c69-4a18-883a-065f0f52663b,aaf3ff98-10a1-4723-91f2-460889e75f87,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1766215457.0,You,,,,,,,,707e858e-7266-41c8-af27-7d6cb29c09c5
bf53559b-ec13-4603-9c94-edbe761ae82f,74fd4f96-d70f-48ec-8aca-c23f0348fe78,Referral,100.0,Reward for successful referral Joining,COMPLETED,1765560612.0,Omprasad,,,,,,,,23d915d6-ff0b-41b0-bc24-35a9961c65ba
3687bf59-4ea6-4ddf-964a-f3d176ceea52,775fdb48-87fa-41ed-a574-687288db08e1,Referral,100.0,Reward for successful referral Joining,COMPLETED,1765553852.0,gopi,,,,,,,,e1dbe3e6-bce8-4e21-9095-8823645c88c3
0354056b-eae1-46a6-8adf-4e33c43e1cf4,4449c9c2-9b2e-40c8-af79-2c448121b609,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1767183943.0,You,,,,,,,,cc8b2cce-065b-478a-929d-57ee429c6410
d1e89053-709d-44a7-b9ab-b2a949a37f94,8d5391a7-27ea-4b1f-9887-6f00288aa795,Referral,20.0,Reward for successful referral Joining,COMPLETED,1765633563.0,varsha,,,,,,,,d9feefb9-16c3-4d2f-9fae-c7a20f67d1d8
7bc93df6-28ce-41ae-97ce-6bb95faeca04,ea8be708-421e-4bad-abba-ddc4eb9306ed,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1767101590.0,You,,,,,,,,3e2958e8-a274-47c6-8107-4822bf63a8ed
9036f0d5-8d6a-4698-92c8-3d55e289cadc,0e4aa871-e515-4899-b7e5-0cc3e5772b3d,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1765980789.0,You,,,,,,,,c13bb40c-c7b3-4fe7-9da3-da8a86f95e03
e75b2083-4a8d-48f2-9ba9-7b6d34b52654,ffe04b85-bdf3-48e5-ba4d-1ade7a935872,Referral,40.0,Reward for successful referral Joining,COMPLETED,1765609182.0,maxi,,,,,,,,764c276d-16ba-44cf-ae49-86e490edc4e3
3c93a3e6-935b-4a44-8288-6ec31a1c9ed9,cf97d6d0-02b0-40c9-89dd-6791ee8f6fd7,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1766949478.0,You,,,,,,,,e17c5eda-e3cd-4300-aa17-00864b62e17e
fece6185-30f9-4fb1-a46c-58cf1d0f3b09,73b4c32a-4661-4c9a-aedd-493496f54b01,Referral,100.0,Reward for successful referral Joining,COMPLETED,1765606306.0,Divyarupachari,,,,,,,,52a1680a-2562-49e5-a257-f97d47f7ea8d
22d1101a-a1e0-4483-a59a-38c3bba99498,a30bf196-de60-4174-9eb1-117060e2a8e3,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1766726814.0,You,,,,,,,,dac0ec36-93f7-40f2-b287-cd2880c731e6
5055d0ec-30de-4a80-afaf-373f84981234,15c4273f-f3bb-40a5-b748-ca2c96e3287c,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1767374645.0,You,,,,,,,,425a56d7-1745-43b3-8d40-5cb0753ffbe3
653a6c18-7a48-467b-bfee-831a826dd010,58df987e-f4a2-4ad1-bb7e-de902cb4aa72,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1765555784.0,You,,,,,,,,6f799ffe-1aec-4d61-bd54-3fe520e14a76
2f53d42c-39fb-4228-845b-57f7b2c421ad,db68a9b4-362d-4028-a31e-69ceed10f529,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1767112091.0,You,,,,,,,,030760fb-b36d-4e46-9077-d48c14caaea8
7d652ff0-551d-4522-bde5-3935d1afd8c5,6ecf7108-cdd0-45e3-8c6d-1204c4a47944,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1765546375.0,You,,,,,,,,57f079e4-c246-43ca-aad3-df5c10992e15
0d09475a-c82e-45ea-afa2-d5d64e76e010,511eb16f-e905-46a6-89ae-60679d2f338a,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1764947190.0,You,,,,,,,,71f89a3d-8c09-4c09-a6a8-773b136f1d82
73a70b55-0724-4ea2-b514-c035dd855aec,9c406e41-5897-42c6-9255-85b31000b9ff,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1765546808.0,You,,,,,,,,6aa9b631-d61f-4eba-9aca-8c489cd83494
4a983ec3-d3a9-422c-939c-d43783284c26,0bf2ffee-b220-47b4-b990-f05e91d88de2,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1765548553.0,You,,,,,,,,6bb4f83d-d89f-4cf5-9364-d5eb01588d95
d44417f0-c13e-4fb3-93d2-ca95793448f0,c30ae39d-1d40-4903-bdbc-efb25344da0d,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1765968063.0,You,,,,,,,,e3c0d46c-20a2-4939-8d1e-30a6f0afb724
8b75a9ed-42f3-482b-ab38-424220844a01,6b8e8329-f065-4728-8f4f-21e5194bce30,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1767080517.0,You,,,,,,,,476f0e50-3a46-4fd1-b559-c9a26d7d9d20
36a39685-16a8-4ac1-a52b-a6848676c95c,ac5ae857-6b7e-43f4-b5f5-4588d703c562,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1766896310.0,You,,,,,,,,f27df3b4-d586-458b-9a8b-de416bd69684
2a62ac16-337c-4a0c-9dda-7613683f9da9,2c097816-e6cf-4807-a2dd-341e885499ce,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1766326870.0,You,,,,,,,,df514333-fa32-4d4f-b0cb-24f35a7c0cc6
f6b25497-f87e-4cd3-82cc-1b357f652cf4,0d794bd8-2455-4903-84f3-50b2ce3dea30,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1765550123.0,You,,,,,,,,434c2ec9-8dd0-4d78-a915-88a61e6b7bf1
0f5894f4-b4c5-4245-a0fe-e77aea7279c4,cac08e46-fe06-4413-b14f-67d0cf3d368f,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1767020876.0,You,,,,,,,,645733ce-88e7-4c62-b3d3-7464ac062489
e9c2a74d-526b-41b2-8413-53f7b062d831,7db62fd3-d418-4109-a090-4e3a9d7e6a4c,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1767091682.0,You,,,,,,,,81fb3713-fc2a-4013-86ad-336bf1ccb48d
476764a7-f312-4864-9e61-9f6c79588cb1,86cca7d5-8d51-43a0-bffb-824e78f43255,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1767359340.0,You,,,,,,,,1e24a782-9aeb-4df9-a1f9-49f3681e5af2
880c120d-d361-401f-892c-42d4e3d04131,60213e62-41b4-4790-afc6-f71790e9eb89,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1765628434.0,You,,,,,,,,abb7e254-0eda-449c-9079-c8f7de2978cb
9db67563-6768-47c5-b72f-4c76f3203b99,082d9767-6c1a-4c14-88ed-25af46a8a3f7,Referral,20.0,Reward for successful referral Joining,COMPLETED,1765634225.0,vishnu,,,,,,,,afdbef20-2fe9-47f2-8eb9-817eb023e789
d910b4c1-9bab-4405-8f60-f5ee48e8f404,84159de9-1f21-4e4c-8658-56aabeac7d94,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1765591860.0,You,,,,,,,,db898531-f267-4879-9490-b1909faedaca
190c24fe-e338-4e61-ae9f-7180ab46a66a,2b4574a0-1e38-4133-83a0-b60cf12ad34b,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1765303862.0,You,,,,,,,,d79b4388-8018-43d1-8f2c-ff22f81c2825
03cf7516-c6d4-4c70-94a0-89ebf2a0d584,46530bba-f198-44b0-ba50-749337a72853,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1765528130.0,You,,,,,,,,546bb77d-1927-4528-8e78-490119f158c7
27273ba5-15ac-4256-91d5-89396b0fd766,1454fb8a-39db-46e8-938a-ac2367d95163,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1765777749.0,You,,,,,,,,23122a04-9a51-4eea-b372-606d55981ef5
e63f1adf-403e-4f94-9c2f-8feaf6e907b1,c8362f08-cf35-40c6-a0c0-5c7ed3689f7a,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1767110915.0,You,,,,,,,,da06c811-ff18-4c99-b3ac-cad70d05e74d
2b8ecd4b-ccd2-465f-bc44-8961d970013c,6d8b13cf-e410-4032-a4f3-5eb1a2a93e40,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1767305049.0,You,,,,,,,,849556a6-ad62-4670-8d58-fdba3c4f71c2
72322ae2-88b2-4e30-b150-29f31a6d546d,9f8cdaa7-b3a3-4c47-9463-04200d24f00a,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1765515842.0,You,,,,,,,,6cd4a3a2-7ed3-41a6-b5b7-1c50c0a54289
6deb4325-dc88-40d9-9df3-0f13ce824f46,c8aa7dfe-a1fc-44c7-9753-eb82e4b7afd5,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1766848126.0,You,,,,,,,,b3176974-35f6-4280-8572-d7ea624cb844
f2921b59-12c8-438e-bd14-9bf1b6fece29,eea8b107-3c94-42db-bde0-7bf8b73d2979,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1767007387.0,You,,,,,,,,636516c0-8061-4e2d-9c99-37830aa61b87
105c67aa-e677-4e4f-b95b-1e080bdf4f1c,339be129-8083-4e7d-81f7-0e868cc502fa,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1766738070.0,You,,,,,,,,473920ca-0379-4437-99a6-7cdc84921288
03a4c8dd-b1cb-4c32-9901-d77e0b86638d,d7dab603-ad0f-4709-afe1-407f13145b53,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1767088237.0,You,,,,,,,,ed8460b4-cd66-4baa-82da-a2c98fda7214
51da4712-a239-4c95-b441-7b3f5db622b3,ac7edb49-be7c-4eee-bbf8-832361d540f6,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1765115957.0,You,,,,,,,,82ae1e45-8f47-443b-8908-6bbf4aec8428
57430fb8-3cd8-4195-939f-b58776a24d54,f90483ee-4d85-411e-82a6-ed2c0ade9e10,Referral,20.0,Reward for successful referral Joining,COMPLETED,1766993630.0,jay,,,,,,,,b1a0a9f0-a4b5-4ab0-93e9-446d1eed1914
61df20e1-7cc2-4c90-a41e-fc17c0007c4b,4a9f1e1a-1825-4946-8466-036e334f55f3,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1767064727.0,You,,,,,,,,6ed56f49-3da7-4563-bbc2-7d7264acb6de
ea902d6b-1db4-4272-a362-9d80dd2228b4,aeb6eefe-97a5-4c89-b607-a2d1d258bcf3,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1766058155.0,You,,,,,,,,3a72e444-f97a-487a-8cdd-da58a5431e8d
6c5857a4-2350-4d5f-8582-47be89601bf8,e22636f8-8e6e-44f0-9088-a496fa97a757,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1766931433.0,You,,,,,,,,583448cb-59d8-4bf3-987f-7d4eace8e818
eb4fbc9b-c581-411c-9351-36d91c26d84a,d9764b4a-ab0e-4e6c-b246-8dab60f4fb7e,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1766324109.0,You,,,,,,,,b2c33103-ce63-4221-acd4-16a666fc8946
6fa0b209-c58b-41a9-97f8-65d4dd68740f,39a95b22-1d7c-4a95-829a-d0a08ac89b9b,Referral,20.0,Reward for successful referral Joining,COMPLETED,1766747741.0,nanda,,,,,,,,2716e57a-f698-47ca-a85a-b1442b4e90dd
2391ad1b-6378-4df0-bd05-d37b35a96e82,ee7095e0-16bd-4bb8-988a-9e8e37df1dc0,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1767110582.0,You,,,,,,,,94b44f33-36bd-476d-92a7-ee5d12869b9a
0c469cbc-315f-4e3f-8084-ca387a98d865,f5890129-1f67-4171-9f16-f90eb48281e3,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1764937916.0,You,,,,,,,,234dec3c-c69d-4866-abdf-4677f85d8066
58d92b3a-a3a3-4ddf-9fa9-e7a65adfe16f,8b1e7fc3-c9f2-4c03-8ab1-ae9288f52901,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1765687995.0,You,,,,,,,,c85a9bed-50c5-46e5-b699-0b8c9518af0c
e5f1c3c5-9fd2-4ffd-8361-2156de8eb7a7,99dd1d8b-1209-4bbc-94cf-0e7412b514c3,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1765176897.0,You,,,,,,,,0ebb833b-9114-43eb-b233-afc8486c4076
957ac452-3572-432f-876c-7d3b28d93e54,f429049b-7685-4920-9fca-2e4e758f11ce,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1767072290.0,You,,,,,,,,ad6f84dc-9949-4b05-a343-1f30f0613e89
ac965f75-6555-407e-bbbb-1f088f71c06c,c2fb0e3e-4970-4564-834b-83ef4bfbfdf7,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1765688455.0,You,,,,,,,,570d5f4b-3937-415e-8646-0baf0c552265
da70615c-835e-4016-a648-445e05430693,11b21da4-b473-4445-b025-fe32a8df56ed,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1767171687.0,You,,,,,,,,3699dc89-e271-4cc5-b035-e59bb96813c4
07a11416-8e0b-4e86-a0bc-270b6633c16b,a65a2c0c-67d5-45cc-a4d4-6fc77b31e308,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1764913850.0,You,,,,,,,,95bead9c-5150-4bbf-9868-755319b2dce2
afadbe38-5c22-4dba-b61b-d5e168dffa22,183e4535-147e-4391-84e2-00dec0995c37,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1765470583.0,You,,,,,,,,1dd29328-8389-4f33-bfdb-1bd8f729d641
5f2e5ae1-59b8-43d5-a736-d25e4938306b,45ccaa06-4370-4962-a6e7-76509922c73f,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1767023577.0,You,,,,,,,,ae3c7007-34ac-4388-b4c6-7a5eb9721ba1
e1fb439b-ca6d-4ed3-9ede-2978ae4a401a,bb9b8ec0-fa55-4490-9313-753897598911,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1764956477.0,You,,,,,,,,0b6cb69f-eb60-4b82-bf51-4a01470585ba
87f13dea-62c8-4e22-bf27-08351a6a0a25,eb8ad2d9-0271-46cd-a340-b9289a213228,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1766945677.0,You,,,,,,,,022f6065-8770-400b-8903-c4028cc06ea4
88a4cdfa-8379-4012-ae16-abda843d54ea,15659844-f701-47b7-b996-f47f2df87572,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1766149102.0,You,,,,,,,,86fa3412-0c31-4932-b4b2-4eb29c1e320d
2bc8765d-1058-4dac-a135-36b64379581b,67401759-9731-40e2-a6bc-1d4ab7db9dea,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1766814466.0,You,,,,,,,,f8ab3eb7-ea46-4974-9ef2-cb2125449b74
9cbd9aaf-051b-4c19-9018-8e9cd7f1b5f5,ce3ec795-5b54-404e-8258-3158774a56d7,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1767021542.0,You,,,,,,,,a707661d-97fa-499c-950d-e18061a39589
93c3a23a-d8f8-4b12-bf27-9ce5b35abafd,b15d9672-90c7-442f-8d17-749f9c63d12d,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1765548664.0,You,,,,,,,,26a92969-aff7-4037-9281-71eeb6e46bb1
5e554cce-d8a6-48d6-be33-69301e3b4c5c,7e2accac-82aa-4d3c-a006-7dc726e14952,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1767195669.0,You,,,,,,,,72221612-363f-4b12-90c1-46c4f5b82188
4dc3281a-2fca-4091-b8ad-da1bbfe5073a,9ce49246-496b-4726-a457-80a4e948d6bd,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1765606024.0,You,,,,,,,,c1376691-d0e2-4d31-bcba-ddfc7964568e
aa11fde1-f62d-4505-8146-ab9fd401548c,15db538b-0aaa-48d8-8c6c-3ab5d45b1960,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1765286399.0,You,,,,,,,,3cf3c1ac-1fa5-4cf6-a9af-e9b71716fd2c
f6b8b394-3d57-4c87-9910-0d64ff0b2abc,5973ba07-e196-4935-bdd6-2af89c50e0b7,Referral,20.0,Reward for successful referral Joining,COMPLETED,1767002819.0,karimerakala,,,,,,,,0a34adb9-32dd-4b41-9aed-ae43caa1236b
49066115-db92-4b0d-8f76-09085e743fb2,31fc42fb-25bc-4aaf-b2b9-78f989da019a,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1767201533.0,You,,,,,,,,3911c432-dcd3-4f80-a37e-59b849698739
e8b6d568-1f26-4795-85ae-d818c107161f,911a908b-c6fb-460e-be82-786b2188d4c7,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1767093867.0,You,,,,,,,,8c0cc095-4c1d-4dde-9114-5b9a18a7172d
55614244-a83a-41c1-83bd-f8e706703b39,2b297a8a-5b96-4e6a-a9cc-e781f41beafd,Added to Wallet,100.0,"Congratulations!  Your referral has been successfully verified, and we're now crediting the amount to your wallet!",COMPLETED,1743242269.0,,,b7713b76-8fb5-425a-8949-fdf339206850,,,N/A,,,
6398c8de-01cd-4da6-82ad-55a8f45b8f79,5e623ed7-f3d1-4c8f-a196-fd481df4b399,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1765638432.0,You,,,,,,,,dc1af700-bb78-48e6-b130-93359ef58603
55543564-2643-4482-9c32-ba9b3be01d08,8653888b-a604-44b1-8485-54c62fba4a68,Referral,20.0,Reward for successful referral Joining,COMPLETED,1765788360.0,Karthik,,,,,,,,432ab911-edf3-43ff-88f0-a685f47c6c45
7c97e64f-0dbc-4cab-a711-d4a67f059922,e6e2d1a0-1053-4b9e-a275-0709d473014f,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1766298574.0,You,,,,,,,,0053ce92-9919-47ca-b7d7-121c254c118b
ee20ed94-0e64-4b53-b438-c39d2d6b9aa3,f124c964-e9c3-47f9-abc8-d37dcfdf4eaf,Referral,100.0,Reward for successful referral Joining,COMPLETED,1765593351.0,SIVA,,,,,,,,311900ce-7bf7-494b-8510-9479fcd8dc6d
1b661b80-932d-4a36-8f98-9e25763e2470,75ec83db-8f79-4b20-a66f-66fbedab1d7c,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1765553774.0,You,,,,,,,,e03e6625-ac0b-4869-b40f-9f00f3cb71a0
8d8f27be-57ea-4619-8092-60cb998679f7,3c8293b5-77ca-4553-b9c7-fd1c78394690,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1765558753.0,You,,,,,,,,59164d9d-2224-4a9a-9bf6-667ece6f5a01
0347f00a-6ecd-4bf0-b59d-f47e46aa2419,1ff34209-375b-4f3c-8b90-a581c59203eb,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1765698410.0,You,,,,,,,,0ba7023f-4b10-481e-880b-4a63990ab1cc
441b4c4c-0e66-4f12-b9e3-a3767ad894a4,7b10130a-5f35-43f9-99a7-c366ed616d36,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1767086521.0,You,,,,,,,,4fec1a0f-3387-4a04-a339-24ca59cd11b1
c3083aa5-35e5-475e-8948-b9de16c0a2f1,ee6941f5-5916-4266-98ee-76339e6cb2f3,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1765803298.0,You,,,,,,,,314289df-71ef-4bbb-b0bb-3da892277b5f
9a928c95-0dfa-423d-893d-0fc39ffcf661,79bb8ed6-3165-4c88-a289-bf9f4290ab4e,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1767040642.0,You,,,,,,,,89df1c83-97cd-4489-be3c-77d19d02ec80
030f6e60-d8e0-4ffd-9d3b-ed12db5c7841,2855be11-3143-4f6a-9a7a-7649d622442f,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1766386784.0,You,,,,,,,,1abf6074-5adf-4d6b-8bbd-09738ba700e6
c6d8c967-efdc-46fc-8d2b-d97d00d90de3,38d523f1-7b59-4712-a602-6d2789a75278,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1765802874.0,You,,,,,,,,a7798da7-6e3c-4819-9987-65c145e58302
726b4d81-db3d-4f55-9a54-84d6fa38605f,35ad89cb-49ea-415d-9478-ca16c5a238b1,Referral,20.0,Reward for successful referral Joining,COMPLETED,1765625272.0,pappala,,,,,,,,9a6055f3-0ecb-4d65-891c-76177b2c7278
cd178f9f-4d64-4a98-80a5-a704cda0a880,1f183455-359e-44d5-8138-4193258620b2,Referral,100.0,Reward for successful referral Joining,COMPLETED,1765555483.0,Mukalaanohar,,,,,,,,0c552129-7d71-4d66-a796-35194a308a04
e9501014-659a-40f2-b1a3-e5fad4085968,71c42d77-056d-4e74-92c0-66a0ee758c66,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1765118984.0,You,,,,,,,,c4980e05-fd76-4fe8-b289-c99a03eb3999
6ebfb184-747f-4f1b-a395-f304eac28c35,8594c2f1-8343-421a-a884-a42225e7ac35,Referral,20.0,Reward for successful referral Joining,COMPLETED,1765805435.0,u,,,,,,,,487bd131-a138-4128-82e3-60137e28a35b
78e6a361-8048-4858-bf0b-86b5b8d094bb,b530cecd-423c-488d-8b39-41141873f7d1,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1767142714.0,You,,,,,,,,151d29ed-7dc3-406f-b8c7-89ba5aee42a0
bc12d043-e998-4fd5-b9e1-912e06928faa,9591c7dc-566b-4a85-8055-d618c2397ec4,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1766324847.0,You,,,,,,,,a30ecf58-e151-4806-9871-54ae7cb5126e
ba25b4dc-d6e9-48c5-9034-a2f380a76bda,c390ad39-2f7a-4764-b1e5-5079c2b4ed62,Signup Bonus,300.0,User Signup Bonus,COMPLETED,1767021818.0,You,,,,,,,,13b4088b-5cf2-4251-bce9-6d98bc530833
